Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,About Heading (product.metafields.about.heading),Max in Cart (product.metafields.custom.max_in_cart),Variant Images Grouping List (product.metafields.custom.variant_images_grouping_list),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),30 Day Sales Quantity (product.metafields.ohs.30_day_sales_quantity),Attributes (product.metafields.ohs.attributes),Bullets (product.metafields.ohs.bullets),Container Qty (product.metafields.ohs.container_qty),Container Servings (product.metafields.ohs.container_servings),Container Type (product.metafields.ohs.container_type),Dose Phrase (product.metafields.ohs.dose_phrase),Fact Card Product (product.metafields.ohs.fact_card_product),FAQs (product.metafields.ohs.faqs),Health Goals (product.metafields.ohs.health_goals),Ingredients (product.metafields.ohs.ingredients),Parent Product (product.metafields.ohs.parent_product),Sample Product (product.metafields.ohs.sample_product),WS Product (product.metafields.ohs.ws_product),Visibility to Search & Google (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Genre (product.metafields.shopify.genre),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Included / US Retail,Price / US Retail,Compare At Price / US Retail,Status
pl-gi,PL - GI,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - DRG, PL - Loomer, PL - Sherman, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Logjam,,,,,,,,1019,81.6466266,,-875,continue,manual,11.48,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,opti-gi,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-gi,,,,,,,,,Sherman - Colon Cleanse,,,,,,,,1043,81.6466266,,0,continue,manual,19.97,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-gi,,,,,,,,,DRG - Pro-Cleanse,,,,,,,,127,283.49523125,,-56,continue,manual,19.97,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
pl-gi,,,,,,,,,SWF - Colon Motility Plus,,,,,,,,6991,113.3980925,,-300,continue,manual,19.97,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-fruit-veggie-plus,PL - Fruit & Veggie Plus,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, PL - Wellness Brothers, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Fresh,,,,,,,,1012,635.029318,,0,continue,manual,38.70,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optimal-fruit-and-veggie-plus,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-fruit-veggie-plus,,,,,,,,,Wellness Brothers - Fruit & Veggie + Pro,,,,,,,,6297000462882,81.6466266,,0,continue,manual,38.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-flora,PL - Flora+,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Hashimoto, PL - Loomer, PL - SWF, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Micro,,,,,,,,1011,81.6466266,,-750,continue,manual,9.94,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,optimal-flora-plus,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-flora,,,,,,,,,Hashimoto - Flora,,,,,,,,1027,81.6466266,,0,continue,manual,18.29,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-flora,,,,,,,,,SWF - Daily Stabilized Probiotic,,,,,,,,7005,81.6466266,,-300,continue,manual,18.29,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-female,PL - Female,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Hashimoto, PL - Loomer, PL - Sherman, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Queen,,,,,,,,1010,81.6466266,,-975,continue,manual,10.55,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,opti-female,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-female,,,,,,,,,Hashimoto - Female +B,,,,,,,,1030,81.6466266,,0,continue,manual,20.38,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-female,,,,,,,,,Sherman - Female +B,,,,,,,,1040,81.6466266,,0,continue,manual,20.38,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-female,,,,,,,,,SWF - Alpha Woman,,,,,,,,6987,113.3980925,,-200,continue,manual,20.38,,true,true,,,,,6987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
pl-fat-sugar-trim,PL - Fat Sugar Trim,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - DRG, PL - Loomer, PL - Sherman, PL - SWF, Private Label, Visibility - Admin Only",true,Private Label,Loomer - TyLean,,,,,,,,1009,81.6466266,,-1300,continue,manual,9.38,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,optimal-fat-sugar-trim,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,false,,,true,,,true,,,active
pl-fat-sugar-trim,,,,,,,,,Sherman - Fat & Sugar,,,,,,,,1039,81.6466266,,0,continue,manual,19.33,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-fat-sugar-trim,,,,,,,,,SWF - Metabolism Blend,,,,,,,,6995,81.6466266,,-450,continue,manual,19.33,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-fat-sugar-trim,,,,,,,,,DRG - Pro-Gluco,,,,,,,,129,283.49523125,,-562,continue,manual,19.33,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
pl-efa,PL - EFA,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Hashimoto, PL - Loomer, PL - Wellness Brothers, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Essential,,,,,,,,1008,81.6466266,,-425,continue,manual,7.33,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,optimal-efa,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-efa,,,,,,,,,Hashimoto - EFA,,,,,,,,1029,81.6466266,,0,continue,manual,18.81,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-efa,,,,,,,,,Wellness Brothers - EFA Pro,,,,,,,,6297000462899,81.6466266,,0,continue,manual,18.81,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-digestion-family,PL - Digestion - Family,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - SWF, Private Label, Visibility - Admin Only",true,Private Label,SWF - Digestive Blend - Family Size,,,,,,,,6994,81.6466266,,-1006,continue,manual,47.03,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,optimal-1-digest-a-meal-family-size,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-digestion,PL - Digestion,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Hashimoto, PL - Loomer, PL - Sherman, PL - SWF, PL - Wellness Brothers, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Flo,,,,,,,,1007,81.6466266,,0,continue,manual,13.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,optimal-1-digest-a-meal,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-digestion,,,,,,,,,Hashimoto - Digestion,,,,,,,,1028,81.6466266,,0,continue,manual,18.81,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-digestion,,,,,,,,,Sherman - Digestion & Absorption,,,,,,,,1038,81.6466266,,0,continue,manual,18.81,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-digestion,,,,,,,,,SWF - Digestive Blend,,,,,,,,7001,81.6466266,,-780,continue,manual,18.81,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-digestion,,,,,,,,,Wellness Brothers - Digestion Pro,,,,,,,,6297000462905,81.6466266,,0,continue,manual,18.81,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-cort-adrena,PL - Cort-Adrena,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, PL - SWF, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Reset,,,,,,,,1003,81.6466266,,-650,continue,manual,10.46,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,optimal-cort-adrena,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-cort-adrena,,,,,,,,,SWF - Adrenal Support,,,,,,,,6998,81.6466266,,-300,continue,manual,17.77,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-complete-performance-exotic-chocolate,PL - Complete Performance - Exotic Chocolate,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Crave (Chocolate),,,,,,,,1004,1542.214058,,0,continue,manual,48.20,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optimal-complete-performance-bulk-container-chocolate,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-complete-performance-native-vanilla,PL - Complete Performance - Native Vanilla,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Crave (Vanilla),,,,,,,,1005,1542.214058,,0,continue,manual,48.20,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optimal-complete-performance-bulk-container-vanilla,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-complete-nutrition-plus,PL - Complete Nutrition Plus,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, PL - Wellness Brothers, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Pure,,,,,,,,1052,907.18474,,0,continue,manual,46.76,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optimal-complete-nutrition-plus,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-complete-nutrition-plus,,,,,,,,,Wellness Brothers - Complete Nutrition Pro,,,,,,,,6297000462875,81.6466266,,-100,continue,manual,40.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-calm-nutrients,PL - Calm Nutrients,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Chill,,,,,,,,1024,81.6466266,,-425,continue,manual,11.75,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,optimal-calm,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-bonecalcium,PL - Bone+Calcium,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Matrix,,,,,,,,1001,81.6466266,,-400,continue,manual,10.62,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,optimal-boneplus-calcium,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-bonecalcium,,,,,,,,,SWF - Bone Strength,,,,,,,,6988,113.3980925,,-100,continue,manual,19.00,,true,true,,,,,6988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
pl-b-awake,PL - B Awake,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Hashimoto, PL - Loomer, PL - SWF, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Escalate,,,,,,,,1018,81.6466266,,-600,continue,manual,9.77,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,optimal-b-awake,,,1,,,,,,,,,,,,,,,lb,,,true,,,false,,,false,,,true,,,true,,,active
pl-b-awake,,,,,,,,,Hashimoto - Natural Vitality,,,,,,,,1033,81.6466266,,0,continue,manual,18.29,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-b-awake,,,,,,,,,SWF - Complete B Complex,,,,,,,,7003,81.6466266,,-501,continue,manual,18.29,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
pl-arginine-no,PL - Arginine N.O.,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Loomer, Private Label, Visibility - Admin Only",true,Private Label,Loomer - Nosty,,,,,,,,1020,81.6466266,,-1100,continue,manual,9.41,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,optimal-opti-nitric,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
pl-adrenal,PL - Adrenal,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Wellness Brothers, Private Label, Visibility - Admin Only",true,Private Label,Wellness Brothers - Opti-Adrenal Pro,,,,,,,,850019587159,81.6466266,,0,continue,manual,20.38,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opti-adrenal,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
1-on-1-with-formulator-trainer,1-on-1 with the Formulator - Optimal Health Trainer Monthly Access,<p>Optimal Health Trainer</p>,Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition,"","AlternativeCommission, Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,1000041,0.0,,0,deny,manual,75.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHT-logo_abc0bed2-6163-4641-9f92-823b3d21f065.png?v=1693437820,1,"A picture of the Optimal Health trainer depicting the letters ""O,"" H,"" and ""T"" The ""T"" is replaced by a woman with her arms out to form a ""t"" shape. There is a gold triangle in the background. and under the ""OHT"" is the text ""Optimal Health Trainer"" with a green gradient behind it.",false,Optimal Health Trainer,,,,,,,,,,,,,,,,,,,"Here are a few bullet items
Here is a second bullet item",,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,false,,,false,,,false,,,false,,,true,,,draft
shipping-insurance,Shipping Insurance,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Shipping insurance can be added protection for your valuable shipments. Should your package be damaged, lost, or delivered to the wrong address Optimal Health Systems will replace your order within 5 business days of the expected delivery date. Packages that show delivered under the carriers tracking system will not be covered under the shipping insurance program. This includes stolen packages.</span>",Optimal Health Systems,Business & Industrial,Insurance,"Exclude Recommended, Exclude Review, exclude_rebuy, Miscellaneous, Visibility - Admin Only",true,Title,Default Title,,,,,,,,60859234,0.0,,-4308,continue,manual,4.95,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/shipping-insurance_1a28fc6c-9877-43e4-9eab-b280aea43065.png?v=1698006441,1,"Image of a small gold icon with a box in motion. In a circle around the icon, it says Expedited Processing, Free Replacements, Priority service, and Guaranteed Shipment.",false,,,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
optimal-health-pak-trial,Optimal Health Pak - Trial Box,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Shelf Pak,"Exclude Recommended, Exclude Review, exclude_rebuy, Visibility - Admin Only",false,Title,Default Title,,,,,,,,90098,0.0,shopify,7,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Optimal-Health-Pak-HQ.png?v=1699309360,1,Optimal Health Pak,false,,,,,,,,,,,,,,,,,,,,"Aids the body in achieving Optimal Health
Helps support longevity and mental acuity
Promotes energy, happiness, and sexual health
Boosts immunity",60,60,Packets,,,,,,,,,1,,,,,,,,,,,big-c-nutrient-pak-1; big-c-nutrient-pak-2; big-c-nutrient-pak-3,,,,lb,,,true,,,true,,,true,,,true,,,true,,,draft
optimal-health-pak-trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Optimal-Health-Pak_Supplement-Facts-800.png?v=1771260949,2,Optimal Health Pak - Trial Box Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-health-pak,Optimal Health Pak,"<h3>OHS Takes the Guesswork Out of Covering Essential Nutrient Needs<br>
</h3>
    <h3>
<strong>This convenient all-in-one Optimal Health Pak contains capsules of the following: </strong><br>
</h3>
    <p class=""paragraph-59""><strong>Optimal 1 Digestion<br></strong>Optimal health starts with what you eat, but more importantly, how you digest it. Putting an additional focus on digesting gluten, lactose, and casein, Optimal 1 Digestion completes food digestion, absorption, and metabolism for maximum nutrient and energy gain.<br><br>This formula supplies a powerful, high-potency blend of pure plant enzymes, patented bacteria, and specific balanced organic minerals to give you precisely what your body needs to complete the digestion process. This ensures delivery of all nutrients to the cells and unhealthy compounds to be eliminated.<br><br><br><strong>Optimal 2 Whole Food Vitamin • Mineral<br></strong>Optimal 2 Whole Food Vitamin • Mineral contains 24 potent whole food vitamins and patented organic minerals with absolutely no synthetics ingredients. Each dose contains 100% RDA of essential vitamins and minerals. The organic minerals are retained at the highest level and have the lowest toxicity of any mineral supplement in the world.<br><br>It takes only one vitamin or mineral deficiency to create a cascade effect of health issues, from fatigue to autoimmune disease and high blood pressure. Optimal 2 provides predigested and organic nutrients at the cellular level, ensuring every last nutrient is absorbed.<br><br><strong>Optimal EFA<br></strong>Optimal EFA is a unique blend of stabilized oils from plant sources only, making this a choice essential fatty acid source for vegetarians and those who want to avoid any level of PCBs and other toxins found in supplements made from fish oils. We source our ALA from flax seed oil, the richest source of LNA, DHA from algae, the only vegetable-based DHA source, and GLA from borage oil, the richest source of GLA. This completely removes the risk of mercury and other contaminants.<br><br>OHS has teamed with one of the leading capsule manufacturers to encapsulate a complete blend of EFAs in a capsule utilizing a patented sealing process that virtually eliminates the end product’s exposure to oxygen.<br><br><br><strong>High CFU Probiotics<br> </strong>The only probiotic blend formulated with all 9 strains of flora that are patent-proven to withstand the acidity and temperatures that destroy most probiotic supplements.<br><br>The adult human body should be inhabited by approximately 3 lbs of friendly bacteria, but it’s common for an unhealthy gut to be populated by up to 10 lbs of bad bacteria. All of them together function as 80% of your immune system. Your gut is where the majority of your immune cells go to fight off germs, so if your gut is low on good bacteria, then it’s full of illness and disease-inducing bacteria. However, if it’s full of good bacteria, bad bacteria have a tremendously difficult time taking root and making you sick.<br><br><br><strong>Optimal Longevi-D-K2<br></strong>Optimal Longevi-D-K2 provides nutrients proven to give complete cardiovascular health support. This formula supplies vitamin D, CoQ10, and K2 in MK-7 form, which works synergistically to keep calcium out of blood and arteries, and in bones.<br><br>Hundreds of studies have established the importance of Vitamin D in health and longevity as it supports bone and cardiovascular health. Made from whole foods, this formula utilizes Vitamin K2 and CoQ10, so Vitamin D works properly, AND calcium is pulled out of the bloodstream and put back into bones. It is highly beneficial for overall longevity and quality of life. It also contains a higher potency of Vitamin D not found in other whole food D’s.<br><br><br><strong>Optimal Opti-Nitric<br></strong>Optimal Opti-Nitric uses select amino acids that boost nitric oxide, which in turn helps keep arteries and blood vessels flexible and active. It takes a trio of amino acids to keep your nitric oxide levels up: L-arginine, L-ornithine, and L-citrulline (which this formula has all three).<br><br>According to the research, you can reverse deficiencies and dramatically improve your cardiovascular and overall health with enough of these amino acids in your system. The nutrients in this formula stimulate growth hormone for anti-aging benefits, aid in blood pressure regulation, bolster the immune system, and promote reproductive health (can serve as a natural alternative to Viagra, increase fertility and pleasure sensation in women).</p>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Shelf Pak,"Direct Script, exclude_rebuy, Tier 1 - Retail, Visibility - All",true,Title,Default Title,,,,,,,,850019587302,453.59237,shopify,0,deny,manual,122.00,,true,true,,,,,850019587302,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/PAK-Ingredient-Health-2023.png?v=1699309346,1,"Image of an Optimal Health Pak. Around the pak are Strawberries, flaxseeds, powder, probiotics, and an apple.",false,Optimal Health Pak | Optimal Health Systems,,,,,,,,,,,,,Over 100 Essential Nutrients All in One Convenient Package,,,,30,"Dairy Free
Gluten Free
GMP
Non-GMO
Opti-Blend
Whole Food","Aids the body in achieving Optimal Health
Helps support longevity and mental acuity
Promotes energy, happiness, and sexual health
Boosts immunity",60,60,Packets,Take 1 packet morning and 1 packet evening,,how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product,Longevity,plant-based-enzyme-blend; whole-food-vitamins-and-patented-organic-minerals; omega-3s; high-cfu-probiotics-ohkit-and-ohpak; coq10; animo-acids-herbal-blend,,,ws-optimal-health-pak,,,,,,,,,,,,optipak; exposure-protection-pak; nos-performance-paks,,,,lb,,,true,,,true,,,true,,,true,,,true,,,active
optimal-health-pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/PAK-WEB-Health-2023.png?v=1698185176,2,Image of an Optimal Health Pak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimal-health-pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Optimal-Health-Pak_Supplement-Facts-800_50e4a4f2-3c57-4720-adb6-eef15ec389e4.png?v=1771260942,3,Optimal Health Pak Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
